title;date;content
18 de agosto;2016-08-19T00:12:56+00:00;"Nunca sé realmente cómo reaccionar ante la fatídica foto de alguien que ha sido víctima de la guerra. Cuando vi la foto de Aylan, el niño ahogado en las costas de Turquía, sentí tristeza y luego una especie de vergüenza. Tristeza por lo evidente: la vida de un niño se había apagado de la forma más trágica tratando de huir de una realidad espantosa. La vergüenza vino cuando comprendí que la tristeza pretérita era falsa. Realmente no estaba triste; estaba conmovido y pasmado, pero ciertamente no triste. Y es que no es posible sentir verdadera tristeza por la trágica foto de un niño que vivió a miles de kilómetros de distancia mientras estoy en la comodidad de mi casa, escuchando música y comiéndome una arepa caliente. No puedo entender qué sintió un habitante de Mapiripán cuando los paramilitares llegaron a matar a todo el mundo, no puedo entender qué sintió Aylan ni puedo entender qué sintió un Iraquí del común cuando vio sus calles repletas de tanques gringos. Las guerras que no vivimos en carne propia rara vez nos inmutan en un sentido real, aunque el símbolo sea algo tan conmovedor como un niño ensangrentado tratando de limpiarse con la silla de la ambulancia. Aún aquí Colombia, país que en pleno siglo XXI estuvo en el top 20 de los estados fallidos a causa de su conflicto interno, no es posible entender lo desastrosa que puede resultar la guerra si no se ha vivido en primera persona. Lo único que está a nuestro alcance, me parece, es entender que hay quienes sí la sufren en todo el sentido de la palabra mientras nosotros fingimos sentir tristeza. Que no podemos ser quienes promovamos que otras personas, que no conocemos y que probablemente jamás conoceremos, sigan sufriendo mientras pasamos el trago amargo de una lamentable foto viendo un video chistoso de YouTube. Las guerras son una basura, y bajo ninguna circunstancia deberíamos ser indulgentes ante la sugerencia de mantener o comenzar alguna. Esa debe ser nuestra verdadera posición, es la única forma en que nosotros, personas que no comprendemos los alcances de la guerra, podemos honrar la memoria de todas las víctimas de ellas."
11 de agosto;2016-08-12T03:05:33+00:00;Últimamente Colombia se enfrasca en los debates más insulsos y descontextualizados. Comienza a ser realmente molesto.
29 de julio;2016-07-29T22:58:49+00:00;El paso del tiempo me ha intrigado siempre, pero en los últimos días pensar sobre eso se volvió algo casi que obligado. Cuando siento esto, por inercia voy y cojo Otras Inquisiciones y leo Nueva refutación del tiempo. Nunca me ayuda. Ese ensayo solo sirve para confundirme bastante más. Para ser franco, no creo que una recopilación de argumentos idealistas tenga alguna repercusión real en la mente de un joven ligeramente agobiado. En algún momento de una vida se notará que el tiempo avanza más rápido de lo que debería. Que, en últimas, la vida de una persona es la constante pugna entre lo que el pasado dejó y lo que se pretende que sea el futuro. Es posible que pensar demasiado sobre la vida hace que nos perdamos de ella.
14 de julio;2016-07-15T00:23:39+00:00;Nunca me había sentido realmente golpeado por una foto. 
7 de julio;2016-07-08T04:22:37+00:00;"He tenido un poco descuidado el blog. Las vacaciones no dejan muchas ideas para escribir algo, ni siquiera pequeñas tonterías como las que venía poniendo aquí con cierta regularidad. A decir verdad, las personas rara vez tiene cosas interesantes para contar. Pero en fin. Terminé de leer 1984. Tuve represada la lectura algunos días, y solo vine a terminarla hoy. Al leer una distopía todos quisiéramos ver la caída del régimen y la recuperación triunfante de los protagonistas; pero en el fondo sabemos que ese argumento, en demasía cándido, se contrapone a la realidad misma del libro. Es por eso que el final, siendo el más negro posible, es precisamente el esperado: el hombre es vencido y la tiranía se impone."
21 de junio;2016-06-22T03:39:14+00:00;Con sus comentarios desatinados sobre el proceso de paz, Santos se ató una soga al cuello y se paró en el borde de una silla. Atrás están las FARC listas para darle el golpecito final. Lo triste es que, aunque sea difícil de aceptar, si el presidente muere ahorcado todos nos vamos con él. Quizás el proceso de paz esté en un estado realmente avanzado…
12 de junio;2016-06-13T04:21:12+00:00;Sé que lees este blog, de hecho quizás seas la única persona que lo hace. Aprovecho entonces para decirte que te amo, Natalia.
10 de junio;2016-06-10T21:51:03+00:00;Mis últimas tres entradas del blog comienzan por «Hoy…». Creo que debería mencionarlo.
6 de junio;2016-06-07T02:16:38+00:00;"Hoy leí un resultado que realmente ignoraba: todo número entero es congruente con la suma de sus dígitos módulo 9. Cuando intenté hacer la prueba antes de leerla noté que es realmente sencilla (trivial, si se quiere). Sin embargo, aún con lo evidente que resulta el hecho después de la prueba, leerlo fue algo completamente nuevo para mí; y si quiero ser honesto, un poco sorprendente. Las cosas evidentes a veces también se encuentran escondidas a nuestro entendimiento. Aplica para las matemáticas y para la vida."
4 de junio;2016-06-04T20:40:14+00:00;Hoy venía en el bus y se montó un tipo a vender mentas. Tenía un acento raro, que se asemejaba al de un costeño pero con ciertas diferencias y que no pude reconocer. Cuando terminó de dar el tradicional «una por cuatrocientos, tres en mil», mencionó que no solo no es de Medellín, sino que además no es colombiano. Nos dijo que es del Estado Táchira, en Venezuela (nos mostró el pasaporte). Nos contó además que salió del país hace dos meses por culpa de la bien conocida coyuntura política y social que Venezuela enfrenta, y que no pensaba en volver hasta que Maduro dimitiera. ¿Es preferible vender dulces en los buses de Medellín que quedarse en Venezuela?
27 de mayo;2016-05-28T03:54:54+00:00;Hoy Timochenko publicó en Twitter algo que, en mi opinión, es de las frases más memorables que se han dicho en lo que va corrido del proceso de paz. Un grupo no despreciable de personas se indignó, y con razón más que justificada. El líder de las FARC, ese grupo que mantuvo años en cautiverio a cientos de ciudadanos (y que asesinó a algunos) dice que el secuestro debe terminar. ¿Cinismo, o una muestra de verdadera voluntad de paz? No he ocultado mi descontento con algunos puntos del proceso de La Habana, pero creo que comentarios de este tipo son precisamente los que debemos esperar de las FARC y de su voluntad de paz, si es que la tienen. 
17 de mayo;2016-05-17T20:11:24+00:00;Resulta que en el equipo sirio que competirá en la IMO este año hay una mujer. Me resulta sorprendente y maravilloso.
13 de mayo;2016-05-14T02:58:33+00:00;Piensen en la familia. Piensen en los amigos. Piensen en el trabajo. Piensen en lo que saben. Piensen en lo que no saben. Piensen en en el sol. Piensen en la lluvia. Piensen en una cerveza. Piensen en una mañana fría. Piensen en un dolor de espalda. Piensen en lo que sea que consideren importante. Al final todo es pasajero, y solo dura unos cuantos años.
10 de mayo;2016-05-11T04:14:11+00:00;Estaba leyendo esta columna de El Espectador. Creo que el compromiso estético de la ciencia nace de la idea platónica que tienen ciertos científicos sobre la primacía de ella sobre cualquier otro saber humano. Ninguna teoría tiene per se la obligación de ser bella, elegante o concisa mientras sea útil. Aunque claro, por ejemplo en matemáticas, una prueba de tres líneas siempre será preferible a una de 20 hojas. (Bueno, pueden haber excepciones, una discusión interesante que guarda cierta relación podría ser esta.)
3 de mayo;2016-05-04T03:32:31+00:00;Aparentemente los académicos no se esfuerzan mucho en eso de motivar a los que quieren entrar en la academia. Probablemente no vean ninguna razón para esforzarse. Probablemente la cosa es un poco más negra de lo que uno, como un simple estudiante ingenuo, puede percibir.
2 de mayo;2016-05-03T00:14:46+00:00;
1 de mayo;2016-05-01T17:10:22+00:00;Ayer Natalia me dijo que sería bonito saber el día en que cumplimos 1000 días de estar juntos. Después de un código rápido en Matlab resultó que el día es el 10 de noviembre de este año. Por curiosdad me preguntó cuándo daban los 10.000 días,  y la fecha está bastante más lejos: el 4 de julio del 2041. La noción que podemos tener del tiempo es bastante difusa.
29 de abril;2016-04-29T23:26:28+00:00;Después de seguirle dando vueltas al problema que mencioné ayer, me quedaré con una de las pruebas que tenía. Como dije es una prueba sencilla, de no más de 4 líneas. Creo que en algún lado escribí algo que no es del todo cierto.
28 de abril;2016-04-29T04:29:27+00:00;Tengo que probar que si un conjunto linealmente ordenado tiene un subconjunto denso contable, entonces el cardinal es a lo más el del continuo. No parece difícil, aunque he inventado como 3 pruebas diferentes y ninguna me convence del todo. Seguiré informando…  
11 de abril;2016-04-12T03:20:29+00:00;Hoy quisiera hacer una pequeña crítica (sin malas intenciones) hacia ciertas formas, llamémoslas didácticas, de educación matemática. El profesor que me dio matemáticas en once suele compartir en Facebook ciertas imágenes de «retos» matemáticos. No son complejos ni su resolución requiere grandes conocimientos, pero para un público general sin preparación matemática específica (que creo es el público al que dirige sus publicaciones) no está nada mal. Hoy compartió, entre otras, la siguiente imagen:  Viéndolo someramente me resultó interesante, en especial porque no recordaba el año de fallecimiento de Mutis. Sin embargo, cuando lo vi más detenidamente noté que el ejercicio, tal como está en la imagen, está pésimamente planteado. Los valores esperados son A=3, B=4 y C=5. Hasta ahí ningún problema. No obstante, con las hipótesis que se plantean, el problema es ciertamente irresoluble, o al menos carece de solución única. En efecto, si pensamos en números A<B<C consecutivos y A, C primos, estamos en el caso en que A y C son primos gemelos. Si bien no se ha resuelto positivamente la conjetura de los primos gemelos, sí existen bastantes más que 3 y 5. Por ejemplo, sin ir más lejos, las tuplas (5, 6, 7), (29, 30, 31) y (101, 102, 103) podrían ser la solución del problema. Ya sé, ya sé. Considerando que la imagen claramente tiene fines divulgativos, quizás yo sea demasiado rígido. Aún así, creo que esa no es excusa. La divulgación debe ser lo suficientemente precisa para alcanzar a mostrar las cosas como son realmente de una forma fácil, sin caer en ligerezas evidentes. ¿Suena díficil? Por supuesto que lo es, por eso la divulgación científica es algo tan complicado y tan sublime cuando se logra bien. A mí me encanta la idea de la divulgación en matemáticas, sea sobre fracciones o sobre topología. Sin embargo, el ánimo de querer mostrar a las matemáticas como algo menos ominoso de lo que se cree no debe llevar a poner las cosas por ponerlas.  
8 de abril;2016-04-09T00:42:13+00:00;El artículo 42 de nuestra constitución dice lo siguiente: La familia es el núcleo fundamental de la sociedad. Se constituye por vínculos naturales o jurídicos, por la decisión libre de un hombre y una mujer de contraer matrimonio o por la voluntad responsable de conformarla. El Estado y la sociedad garantizan la protección integral de la familia. La ley podrá determinar el patrimonio familiar inalienable e inembargable. La honra, la dignidad y la intimidad de la familia son inviolables. Las relaciones familiares se basan en la igualdad de derechos y deberes de la pareja y en el respeto recíproco entre todos sus integrantes. Cualquier forma de violencia en la familia se considera destructiva de su armonía y unidad, y será sancionada conforme a la ley. Los hijos habidos en el matrimonio o fuera de él, adoptados o procreados naturalmente o con asistencia científica, tienen iguales derechos y deberes. La ley reglamentará la progenitura responsable. La pareja tiene derecho a decidir libre y responsablemente el número de sus hijos, y deberá sostenerlos y educarlos mientras sean menores o impedidos. Las formas del matrimonio, la edad y capacidad para contraerlo, los deberes y derechos de los cónyuges, su separación y la disolución del vínculo, se rigen por la ley civil. Los matrimonios religiosos tendrán efectos civiles en los términos que establezca la ley. Los efectos civiles de todo matrimonio cesarán por divorcio con arreglo a la ley civil. También tendrán efectos civiles las sentencias de nulidad de los matrimonios religiosos dictadas por las autoridades de la respectiva religión, en los términos que establezca la ley. La ley determinará lo relativo al estado civil de las personas y los consiguientes derechos y deberes. Ese es el articulito de la discordia para los detractores del matrimonio entre parejas del mismo sexo. Dicen que al aceptar el matrimonio de dos personas del mismo sexo se estaría ipso facto cambiando la constitución. Y dado que ese es un poder que tiene solo el Congreso a menos que se convoque una asamblea constituyente, la Corte Suprema se estaría extralimitando y por tanto es una determinación que no tiene validez jurídica. O eso es más o menos lo que entendí, los pormenores me interesan muy poco. En realidad creo que son argumentos motivados por el malestar que genera una decisión que transgrede sus creencias. Solo que son argumentos más bonitos, porque decir «qué van a dejar que esos maricas se casen, eso no es de Dios» quizás no tenga tanta altura. Con el matrimonio homosexual Colombia no pasará a ser un país sofisticado ni del primer mundo. Nuestros problemas siguen ahí tan latentes como antes, pero al menos es un paso para romper esa barrera de conservadurismo extremo que tanto daño le ha hecho al país. 
Mi curiosa relación con Dios (y una sutil apología a la religión);2016-03-30T05:00:14+00:00;"La idea de Dios (Dios cristiano, por supuesto) ha sido bastante recurrente en mi vida. Crecí en el seno de una familia lo suficientemente católica como para estar rodeado de rosarios y de misas. Además, haber estudiado en un colegio salesiano desde primero de primaria hasta once no es que me excluyera mucho de la religión. Por un tiempo fui acólito, colaboré en grupos juveniles salesianos e inclusive, en un par de fugaces ideas que por suerte no prosperaron, pensé en el sacerdocio como un rumbo de vida posible. Estaba como en noveno y era bastante estúpido. En restrospectiva todo eso fue motivado, en gran medida, por el hecho de que mi hermano sí alcanzó a irse a un seminario por un par de años. Finalmente se salió y ahora estudia filosofía en Manizales. Acolitar o ser parte de un grupo juvenil jamás fue muestra de que creyera en Dios, por la simple razón de que dentro de una misa no es posible preguntarse realmente por Dios. Se afirma, con una apacible confianza, que ahí está él en la hostia y no sé qué más cosas, no se dice nada más. Que exista es algo que se da por sentado, y esa es a su vez la razón de los cultos y de la fe. Es una creencia que se autoalimenta. Pero en fin, durante ese tiempo (que no fueron más de 7 u 8 meses) intenté ayudar en la parroquia del colegio lo mejor que pude. ¿La razón? Por supuesto nada muy diferente a cosas terrenales. Ya saben, cuando uno le ayuda a alguien que maneja un colegio, en este caso a los curas, se obtienen ciertos beneficios (y no, no son sexuales). Me la podía pasar horas en una oficina que se llamaba ‘pastoral’ navegando en internet o haciendo nada sin que los profesores me pudieran decir algo. De hecho, en un par de eventos de esos que organizaban los curas me tocó dirigir a unos grupitos de profesores. Estaba ocupado y creía que habían ciertas personas que sentían admiración y respeto por esa labor. Para un pelao de noveno era algo chévere. ¿Pero, y Dios? Pues, hombre… él era la razón de ayudar en eso, ¿no? Pues no. Como he dicho, nunca sentí una motivación espiritual para ayudar y meterme de lleno de esa forma. Más bien colaborar en todo eso motivaba una suerte de pensamiento espiritual, que se asemejaba mucho a la fe de viejita de parroquia. No sabía qué era Dios y no me preocupaba mucho por saberlo. Yo en el fondo sabía que mi interés era vacuo. Nunca me lo oculté pero sí lo omitía para dilatar el tiempo. Sin embargo, llegó un punto en el que algo cambió de repente (y no fue una violación de un cura). No puedo decir con exactitud qué fue eso que me motivó a cambiar todo. Solo sé que un día me levanté y ya no quería escuchar nada más ni de catolicismo ni de los salesianos. Era tal mi nivel de inmersión en ese mundo que hasta sabía que el gorrito que se pone el papa se llama solideo y que el nombre viene del hecho de que solo se quita ante Dios. ¿¡Quién carajos sabe eso!? Me fui sin decir nada. Solo dejé de volver a todas las reuniones y cosas que hacían. Los curas le metieron a mi mamá el cuento de que era probable que yo me estaba metiendo en pasos raros. Esta es la hora que no sé en qué pasos raros me metí. Después de salir de tanto show por fin pude ver desde afuera con un poco más de claridad en qué era lo que yo creía. La primera conclusión fue tajante: ciertamente no coincidía en nada de lo que antes decía creer. Digamos que cualquier religión, y en especial el catolicismo, trae consigo un cúmulo de creencias cómodas pero poco plausibles. Aún así, no podría decir que eso es malo per se. Gran parte de ser humano es reconocerse en sus debilidades y temores. Puedo decir por mi experiencia que la religión es, más que una fuerza adoctrinante y nociva, un intento de reconocerse como alguien más humano. Dentro de aquel mundo conocí no pocas personas increíblemente valiosas así como otras muy tóxicas. Ni las primeras lo eran enteramente por la religión, ni las segundas hubieran sido mejores siendo ateas. Así eran ellas: la religión les daba un empujoncito nada más. Lo segundo que concluí es que ciertamente yo no creía ser ateo. No creía en la virginidad de la María o que Jesús era el hijo de Dios, pero eso solo implicaba que el cristianismo es una vaina difícil de tragar. Una doctrina es fácil de refutar, un concepto como Dios no lo es tanto. Y es que Dios es eso: algo que ni se puede contradecir ni aceptar sin caer en ciertos problemas. Como diría Borges alguna vez: «no tengo la certeza suficiente para llamarme ateo». Aún sabiendo que no era un concepto a mi alcance, quise creer que de hecho no hay razones para sostener que no existe Dios. Algún ateo perspicaz, sin embargo, dirá parafraseando eso mismo que no existen tampoco razones para sostener que existe un Dios. Es cierto, no podría refutarlo. Lo natural sería imaginar un Dios bueno y omnipotente. Pero por qué no pensar  en la existencia de un Dios malvado o que quizás no sea tan poderoso como los dioses de las grandes religiones monoteístas. Esto, por supuesto, le quitaría mucha magia a todo este asunto haciendo a cualquier creyente un ateo de tajo. De hecho, si aceptamos a un Dios en abstracto estamos aceptamos ipso facto cualquiera de sus posibles facetas, y no solamente la bíblica. La razón de aceptar la faceta más conveniente es la necesidad de que, en caso de existir Dios, esa figura debe ser útil; en caso contrario es mejor no molestarse. Estos pormenores no podría tratarlos con propiedad, y no me interesaría hacerlo tampoco. Hoy la idea de Dios no me atormenta tanto, aunque sea algo que cuando lo pienso no me deja de resultar enigmático. A fin de cuentas la creencia hacia Dios, sea que exista o que no, es algo tan humano como cualquier otra cosa. Perseguir la eternidad o alguna redención en otra posible vida no debería preocuparnos tanto como las vicisitudes de una vida que sí es segura: la que vivimos en este momento. Pero bueno, eso es lo que yo pienso. Quizás Dios exista solo para quien lo quiera crear. Y aunque sea un Dios para una sola persona, ciertamente es el ser más poderoso del universo para él.      "
28 de marzo;2016-03-28T02:41:56+00:00;Realmente no soy muy eficiente haciendo amistades. No lo fui en mis once años de colegio y ahora en la universidad tampoco soy particularmente talentoso en eso. Aquello jamás me ha provocado un desazón importante y por eso no he intentado cambiarlo. Ciertamente no soy un asocial que odia en silencio a cada ser humano o que se le dificulta en demasía hablar con alguien, pero tampoco me encanta la idea de estar rodeado de gente en cada momento. Conozco personas que, por el contrario, se sienten agobiadas a la menor muestra de soledad. No las culpo. Tener que aguantarse a uno mismo de vez en cuando es una cosa jodida, en especial si ese man que uno ve en el espejo es bastante pesimista o inseguro. Es por eso que, supongo, hay quienes prefieren pasar tiempo con otros. Rara vez uno ve en los demás los vicios propios.    
25 de marzo;2016-03-25T05:14:14+00:00;Ya no debo escribir nada.
23 de marzo;2016-03-24T01:32:38+00:00;Hoy tendría que firmarse el acuerdo final con las FARC. Por supuesto, como era previsible, no se firmó nada. El proceso de paz cada día pierde credibilidad y así queda en evidencia el debacle del gobierno de Santos. Yo, que no viví el proceso de paz con el M-19 y que para el Caguán era solo un niño, nunca he estado realmente emocionado con los diálogos de La Habana, aunque lo haya intentado un par de veces. Aparentemente faltan bastantes puntos en la agenda, por lo que me atrevería a decir que este año tampoco se firmará nada. El día que se firme algo será un interesante día para las noticias. Pero solo para eso, porque en los montes seguirán sonando los fusiles. Me dejé contaminar por el pesimismo. Cambiando de tema pero manteniendo mi línea pesimista, creo que los ataques de ayer en Bruselas no serán los más fuertes que veremos este año. Es lamentable tener que decirlo de manera tan fría, pero la realidad es fría e intentar calentarla con exceso de idealismo es inútil.  
La belleza;2016-03-05T03:15:12+00:00;Hoy me acordé de esta famosa frase de Erdös:  Me parece un bello pensamiento, no puedo decir por qué.
23 de febrero;2016-02-23T19:24:16+00:00;"Siempre me gano unas buenas puteadas cuando digo que, en mi opinión, el humano sí es una especie superior a cualquier otra. Pienso que la evolución permitió que desarrolláramos una habilidad intelectual y motriz lo suficientemente buena para lograr cosas que ningún otro animal ha logrado ni logrará al menos en el corto y mediano plazo. Aunque claro, ese avance ha hecho que nosotros, usted y yo, rápidamente nos hayamos convertido en la especie más invasiva de todas. Sin embargo, jamás me gusta ver al humano desde esa óptica negativista. Cuando me hablan de Homo Sapiens prefiero pensar en aquellos seres que llegaron a la luna, que acortaron distancias con el internet y que curaron enfermedades; en vez de pensar en la especie que creó cohetes nucleares, que compartió videos de pedofilia, y que desarrolló y usó armas biológicas. Afirmar que el humano es quien domina el mundo, más que un hecho de soberbia es un acto de reconciliación con él: somos los llamados a preservar el planeta y a todos sus habitantes. No es la justificación para explotar el mundo de forma exagerada. Es, de hecho, la obligación que nos dicta la naturaleza para cuidarlo. Somos superiores y eso hace que no seamos impolutos, nos hemos equivocado y mucho. Nos seguiremos equivocando, pero confío en que cada vez será menos. Creo que es posible asumir la responsabilidad de ser superiores viviendo de manera correcta con el mundo. Nuestra especie siempre camina hacia adelante, aunque a veces parezca lo contrario."
17 de febrero;2016-02-18T02:01:48+00:00;Las horas corren rápido y ni cuenta me doy. El ajetreo diario no me deja pensar sobre lo que he vivido, o al menos me hace ignorarlo hasta el momento en que estoy acostado listo para dormir. Probablemente no me pierdo de mucho, o probablemente me pierdo de lo realmente importante. Anclado a una rutina difícilmente un día se vuelve memorable, pero todos hay que vivirlos. Y aún así me gusta cada día nuevo. Disfruto caminar hacia la universidad, aunque me quede a cinco minutos. Disfruto la entrada trasera de donde vivo. Disfruto las clases y pasar tiempo con mi novia. Disfruto bastante mi vida, aunque los días pasen rápido.
¿Apología a la ciencia?;2016-02-10T00:30:30+00:00;Los lunes están dando en la universidad un seminario de relatividad. Sin ponerle cuidado a mi rudimentario manejo de la geometría diferencial me aventuré a asistir por la sugerencia de un amigo. Curiosamente, más allá de geodésicas, tensores, o métricas pseudoriemannianas, en la sesión de este lunes se me vino a la mente Vallejo. Sí, Fernando Vallejo, el escritor, el que putea a Uribe a cada rato, ese mismo. De Vallejo leí La Virgen de los Sicarios, una parte de La Rambla paralela y el Manualito de la Imposturología física. A pesar de las buenas críticas que recibe de aquellos que en su aura de sapiencia literaria afirman que escribe como pocos, no me gustó ninguno. De los dos primeros libros no tengo en realidad nada que mencionar. El tercero, sin embargo, es un libro bastante (demasiado) particular, que sí merece comentarios. Fue publicado en el 2005, lo conozco más o menos desde el 2010 y aún así lo vine a leer solo hace un par de años. Cualquiera que esté metido al menos de una manera somera en una carrera científica, se escandaliza inmediatamente al leerlo. Es que es imposible no hacerlo cuando en el libro hay capítulos titulados «Las marihuanadas de Einstein» o frases del siguiente calibre: ¡A ver! ¿Qué es eso de E=mc²? La energía es energía, la masa es masa y la velocidad de la luz nada tiene que hacer ahí elevada al cuadrado y pegada a m como con mocos después de dos rayitas horizontales. En definitiva, invita ir a coger un libro de física, tirarlo a una hoguera y ver lo bonito que arde. Me molestó un poco que en plena sesión (muy buena, por lo demás) me acordara de semejantes tonterías y que eso hiciera que, por un momento, le perdiera el hilo a la exposición. Pensé un poco acerca de mi molestia cuando volví a la casa, y ahí descubrí que en realidad haber recordado eso no había sido un ejercicio tan estéril. Vallejo podrá ser un hijueputa, pero está lejos de ser un idiota. Basta con leer el libro sin dogmatismos para darse cuenta que, más allá de las ideas explícitas que contiene, él hizo una gran investigación para escribirlo. Sospecho que las barbaridades que escribió en ese libro (porque sí son barbaridades) no tienen ningún objetivo de ser serias. En efecto, el libro es una gran sarta de sarcasmo y de tonterías que se hilan unas tras otras. Aún así, cientos de personas no olvidan aquel libro y siguen atacando a Vallejo por su osadía de escribir libros científicos sin saber de ciencia. ¿Y por qué se arriesgó a mostrase como un analfabeta científico (no digo que no lo sea)? Bueno, sospecho nuevamente que por dos cosas: la primera es que, naturalmente, le importa un carajo. Y la segunda, porque quería probar algo que se evidenció con la reacción que tiene su libro: la ciencia despierta en la gente un dogmatismo exacerbado que es difícil de explicar. Nadie puede decir hoy que la tierra es plana sin exponerse a un irremediable escarnio público. No obstante, no son muchas las personas que pueden explicar realmente qué prueba que la tierra es redonda y no plana. Por supuesto, no me refiero a quienes estando respaldados por un fuerte conocimiento científico (descubrí por una columna de Héctor Abad que mi profesor, el que dicta el seminario de relatividad, alguna vez hace muchos años escribió en El Colombiano una columna haciendo pedazos la obra, y por ahí derecho a Vallejo) criticaron el contenido libro. Me refiero a quienes teniendo una cultura científica casi idéntica a la que Vallejo quiere mostrar, se dedican a criticar cualquier objeción a la ciencia sin ningún tipo de reparo solo porque alguna vez un científico que no conocen ni han estudiado dijo algo. La ciencia en algunas personas parece una religión. No sé por qué existe esa idea generalizada de que la ciencia no da lugar al excepticismo. La ciencia es precisamente el decurso hacia el perfeccionamiento (o rompimiento) de las teorías ya existentes. Se trata de eso: tomar una teoría ya obsoleta y cortarla de tajo para darle paso a una nueva o más precisa. Si las teorías científicas fueran estáticas no existiría el avance que todos conocemos y disfrutamos. Eso es lo que fortalece el conocimiento, ese atrevimiento de cuestionarlo. Aristóteles aún hoy es una autoridad del pensamiento, pero sus teorías físicas eran absolutamente erróneas. Si nadie se hubiera atrevido a cuestionarlo seguiríamos con ellas. Aún con toda esa devoción a la ciencia, sigue existiendo la hipocresía de creer que es absurdamente inútil. Física, precisamente, es un caso particularmente especial. La gran mayoría de personas miran con una desconfianza gigantesca que alguien decida estudiar un pregrado en física o afines. ¡Pero que nadie toque la física en sí misma! Quién los entiende. Bien podría decirse que la devoción popular a la ciencia es una suerte de pasión folclórica. No la conozco, me parece inútil, pero aún así debe de ser importante. El libro de Vallejo me parece malo, no porque me parezca idiota, sino porque Vallejo no me gusta. Nunca me ha gustado. Pero aún así el debate al que invita el libro es interesante y merece que se haga alguna reflexión al respecto. No vale la pena ver a la ciencia desde una orilla alejada y con una reverencia inexplicable. Hay que perderle el miedo a ella y acercársele, para así poder defenderla con argumentos medianamente firmes. Y por supuesto, para no ser ajenos a los avances en los que vivimos.
8 de febrero;2016-02-09T02:58:57+00:00;No es menos indescifrable la relatividad general que una obra de Bach o un libro de Cervantes. Si algún humano alguna vez en su deseo de entender un poco mejor el mundo en el que estamos tirados (Heidegger escribió esa frase) lo hizo, su creación tiene igual validez que cualquier otra. El arte, la ciencia y la religión (sí, incluso la religión) son parte de nuestro humilde intento de comprender quiénes somos y hacia dónde carajos vamos. Pensar y crear es un proceso casi que exclusivamente existencialista.
4 de febrero;2016-02-05T04:33:51+00:00;"Un científico colombiano, aún sin estar directamente financiado por el estado, tiene una suerte de compromiso (moral si se quiere) con el país. En efecto, en el tercer mundo (término que, aunque despectivo, creo que debo usar) un científico suele estar comprometido con el desarrollo de su nación. Su investigación, aunque pueda tener alcances globales, generalmente se enfoca a objetivos locales. Y los gobiernos de estos países promueven este pensamiento con vehemencia. No sucede tanto así en los países desarrollados, donde los científicos (aún si son extranjeros) tiene una misión algo más difusa. Ciertamente no propenden únicamente al desarrollo del país en donde trabajan, pues este ya tiene un nivel satisfactorio de desarrollo; también buscan resolver problemas más generales, aunque sean desconocidos o poco relevantes. Es una situación más que entendible: un país desbordado de dificultades prefiere resultados rápidos, aunque el precio sea la eliminación de ciertos tipos de investigación. Para un país en vía de desarrollo poco visionario (países que no son pocos), tiene más relevancia el tiempo de ejecución que la proyección a varios años, aún si los resultados prometan ser contundentes. Los países desarrollados, aunque también pueden caer en esta práctica, están en capacidad de financiar proyectos simultáneos. Pero ojo: no es solo una cuestión de voluntad, sino que la solvencia fiscal también es fundamental en esta discusión. Es entendible que un país como Colombia se deba decantar por una u otra opción. Lo importante es no olvidar que las investigaciones aparentemente inútiles para las vicisitudes del país pueden terminar siendo fundamentales. Algún día quizás Colombia también las pueda financiar de buena manera. "
La frivolidad también es necesaria;2016-02-01T04:17:20+00:00;"Un viaje de 7 horas por tierra deja mucho tiempo para pensar bobadas, en especial cuando el wifi del bus no funciona. Hoy, que tuve que hacerlo para llegar a un semestre nuevo en Medellín, pensé desde lo bonito que se ven las montañas de Antioquia a lo lejos, pasando por un problema de combinatoria que me tiene cabezón desde el semestre pasado; hasta llegar a recordar lo mucho que quiero una cuenta de Spotify premium. En esas cavilaciones me siento tentado a concluir que estar en estado trascendente en todo momento es algo tedioso. Aunque bueno, no pretendo ser posmoderno pero tampoco quiero llegar a tener la delicadeza de una pedrada en las pelotas. Probablemente la vida también necesite una dosis de frivolidad que sea lo suficientemente sana. Ver la vida desde una óptica de erudición total debe tener una riqueza intelectual inefable, pero borra un tanto la felicidad de la estupidez. Estupidez que todos, en algún momento de nuestras vidas, nos merecemos. Y del otro lado, ver la vida desde una óptica de idiotez total debe ser lo suficientemente sencillo como para ser el sueño de muchos, pero esa visión mata el entendimiento del mundo que los humanos merecemos (¿o debemos?) solo por ser humanos, dejando la vida en un estado demasiado primitivo para mi gusto (esta es la palabra clave, supongo). Quizás yo sea muy frívolo como para entender a los que destierran a la frivolidad de sus vidas. Pero bueno, me siento bien así."
